head_entity,head_type,relation,tail_type,tail_entity
612,paper,use,method,BERT-PGN
612,paper,focus,problems,摘要生成
摘要生成,problems,solve,method,BERT-PGN
613,paper,use,method,BERT
613,paper,focus,problems,情感分类
情感分类,problems,solve,method,BERT
614,paper,use,method,BERT
614,paper,focus,problems,问句分类
问句分类,problems,solve,method,BERT
615,paper,use,method,BERT
615,paper,focus,problems,命名实体识别
命名实体识别,problems,solve,method,BERT
616,paper,use,method,BERT
616,paper,focus,problems,命名实体识别
命名实体识别,problems,solve,method,BERT
617,paper,use,method,BERT
617,paper,focus,problems,问答模型
问答模型,problems,solve,method,BERT
618,paper,use,method,BERT
618,paper,focus,problems,实体关系抽取
实体关系抽取,problems,solve,method,BERT
619,paper,use,method,BERT
619,paper,focus,problems,命名实体识别
命名实体识别,problems,solve,method,BERT
620,paper,use,method,BERT
620,paper,use,method,联合学习
620,paper,focus,problems,命名实体识别
命名实体识别,problems,solve,method,BERT
命名实体识别,problems,solve,method,联合学习
621,paper,use,method,BiLSTM-CNN
621,paper,focus,problems,情感分析
情感分析,problems,solve,method,BiLSTM-CNN
622,paper,use,method,Bi-LSTM
622,paper,use,method,多通道注意力
622,paper,focus,problems,违章量预测
违章量预测,problems,solve,method,Bi-LSTM
违章量预测,problems,solve,method,多通道注意力
623,paper,use,method,CenterNet
623,paper,focus,problems,异常检测
异常检测,problems,solve,method,CenterNet
624,paper,use,method,Darknet
624,paper,use,method,YOLOv3
624,paper,focus,problems,跟踪识别
跟踪识别,problems,solve,method,Darknet
跟踪识别,problems,solve,method,YOLOv3
625,paper,use,method,自适应注意力机制
625,paper,focus,problems,图像分割
图像分割,problems,solve,method,自适应注意力机制
626,paper,use,method,DeepLab v3
626,paper,focus,problems,云团分割
云团分割,problems,solve,method,DeepLab v3
627,paper,use,method,DeepLabv3+
627,paper,focus,problems,语义分割
语义分割,problems,solve,method,DeepLabv3+
628,paper,use,method,DeepLabv3
628,paper,focus,problems,图像分割
图像分割,problems,solve,method,DeepLabv3
629,paper,use,method,EfficientNetV2
629,paper,focus,problems,胃癌分割
胃癌分割,problems,solve,method,EfficientNetV2
630,paper,use,method,EfficientNet
630,paper,focus,problems,自动分类
自动分类,problems,solve,method,EfficientNet
631,paper,use,method,EfficientNet
631,paper,focus,problems,行人再识别
行人再识别,problems,solve,method,EfficientNet
632,paper,use,method,ERNIE+DPCNN+BiGRU
632,paper,focus,problems,文本分类
文本分类,problems,solve,method,ERNIE+DPCNN+BiGRU
633,paper,use,method,ERNIE
633,paper,use,method,CNN
633,paper,focus,problems,情感分析
情感分析,problems,solve,method,ERNIE
情感分析,problems,solve,method,CNN
634,paper,use,method,ERNIE
634,paper,use,method,知识蒸馏
634,paper,focus,problems,意图识别
意图识别,problems,solve,method,ERNIE
意图识别,problems,solve,method,知识蒸馏
635,paper,use,method,Faster R-CNN
635,paper,focus,problems,缺陷检测
缺陷检测,problems,solve,method,Faster R-CNN
636,paper,use,method,Faster R-CNN
636,paper,focus,problems,人群检测
人群检测,problems,solve,method,Faster R-CNN
637,paper,use,method,Faster R-CNN
637,paper,focus,problems,卫星图像污水处理厂识别
卫星图像污水处理厂识别,problems,solve,method,Faster R-CNN
638,paper,use,method,Faster R-CNN
638,paper,focus,problems,火焰检测
火焰检测,problems,solve,method,Faster R-CNN
639,paper,use,method,Fastformer
639,paper,use,method,自监督对比学习
639,paper,focus,problems,实例分割
实例分割,problems,solve,method,Fastformer
实例分割,problems,solve,method,自监督对比学习
640,paper,use,method,Kert
640,paper,focus,problems,短语提取
短语提取,problems,solve,method,Kert
641,paper,use,method,YOLOv3
641,paper,focus,problems,目标检测
目标检测,problems,solve,method,YOLOv3
642,paper,use,method,冗余点过滤
642,paper,focus,problems,目标检测
目标检测,problems,solve,method,冗余点过滤
643,paper,use,method,3D深度残差网络
643,paper,use,method,级联U-Net
643,paper,focus,problems,病灶分割
病灶分割,problems,solve,method,3D深度残差网络
病灶分割,problems,solve,method,级联U-Net
644,paper,use,method,ET-PHD滤波器
644,paper,use,method,变分贝叶斯近似
644,paper,focus,problems,目标跟踪
目标跟踪,problems,solve,method,ET-PHD滤波器
目标跟踪,problems,solve,method,变分贝叶斯近似
645,paper,use,method,GhostNet
645,paper,use,method,特征融合
645,paper,focus,problems,活体检测
活体检测,problems,solve,method,GhostNet
活体检测,problems,solve,method,特征融合
646,paper,use,method,MobieNetV2
646,paper,focus,problems,人脸识别
人脸识别,problems,solve,method,MobieNetV2
647,paper,focus,problems,仪表识别
648,paper,use,method,IFPN
648,paper,focus,problems,分类检测
分类检测,problems,solve,method,IFPN
649,paper,use,method,MobileNet
649,paper,focus,problems,目标识别
目标识别,problems,solve,method,MobileNet
650,paper,use,method,Movidius
650,paper,focus,problems,行人检测
行人检测,problems,solve,method,Movidius
651,paper,use,method,Msmall-Patch
651,paper,focus,problems,图像去雾
图像去雾,problems,solve,method,Msmall-Patch
652,paper,use,method,Octave卷积
652,paper,focus,problems,左心室分割
左心室分割,problems,solve,method,Octave卷积
653,paper,use,method,One-Stage目标检测
653,paper,focus,problems,损害检测
损害检测,problems,solve,method,One-Stage目标检测
654,paper,use,method,OpenPose-slim
654,paper,focus,problems,关键点检测
关键点检测,problems,solve,method,OpenPose-slim
655,paper,use,method,PointNet
655,paper,use,method,长短时记忆网络
655,paper,focus,problems,动作预测
动作预测,problems,solve,method,PointNet
动作预测,problems,solve,method,长短时记忆网络
656,paper,use,method,Pre-RoBERTa-MTL
656,paper,focus,problems,阅读理解
阅读理解,problems,solve,method,Pre-RoBERTa-MTL
657,paper,use,method,Prompt学习
657,paper,focus,problems,关系抽取
关系抽取,problems,solve,method,Prompt学习
658,paper,use,method,PSO
658,paper,use,method,AdaBoost
658,paper,focus,problems,人脸检测
人脸检测,problems,solve,method,PSO
人脸检测,problems,solve,method,AdaBoost
659,paper,use,method,Siamese-YOLOv4
659,paper,focus,problems,目标检测
目标检测,problems,solve,method,Siamese-YOLOv4
660,paper,use,method,Retinex理论
660,paper,focus,problems,图像融合
图像融合,problems,solve,method,Retinex理论
661,paper,use,method,SqueezeNet
661,paper,focus,problems,图像融合
图像融合,problems,solve,method,SqueezeNet
662,paper,use,method,Transformer
662,paper,focus,problems,图像分割
图像分割,problems,solve,method,Transformer
663,paper,use,method,Transformer
663,paper,focus,problems,伪影去除
伪影去除,problems,solve,method,Transformer
664,paper,use,method,Transformer
664,paper,use,method,生成对抗网络
664,paper,focus,problems,靶区分割
靶区分割,problems,solve,method,Transformer
靶区分割,problems,solve,method,生成对抗网络
665,paper,use,method,UNet++
665,paper,use,method,条件生成对抗网络
665,paper,focus,problems,裂缝检测
裂缝检测,problems,solve,method,UNet++
裂缝检测,problems,solve,method,条件生成对抗网络
666,paper,use,method,U-Net改进模型
666,paper,focus,problems,肿瘤分割
肿瘤分割,problems,solve,method,U-Net改进模型
667,paper,use,method,Word2Vec词嵌入
667,paper,focus,problems,特征选择
特征选择,problems,solve,method,Word2Vec词嵌入
668,paper,use,method,RetinaNet改进
668,paper,focus,problems,信息检测
信息检测,problems,solve,method,RetinaNet改进
669,paper,use,method,Transformer
669,paper,focus,problems,语法纠错
语法纠错,problems,solve,method,Transformer
670,paper,use,method,VGGNet
670,paper,focus,problems,变种分类
变种分类,problems,solve,method,VGGNet
671,paper,use,method,XGBoost
671,paper,focus,problems,异常检测
异常检测,problems,solve,method,XGBoost
672,paper,use,method,Word2Vec模型
673,paper,use,method,XGBoost算法
673,paper,focus,problems,安全状况评估
安全状况评估,problems,solve,method,XGBoost算法
674,paper,use,method,XGBoost
674,paper,use,method,拓扑结构信息
674,paper,focus,problems,复合物识别
复合物识别,problems,solve,method,XGBoost
复合物识别,problems,solve,method,拓扑结构信息
675,paper,use,method,YOLO v3
675,paper,focus,problems,标志识别
标志识别,problems,solve,method,YOLO v3
676,paper,use,method,YOLO-tiny-RFB模型
676,paper,focus,problems,状态识别
状态识别,problems,solve,method,YOLO-tiny-RFB模型
677,paper,use,method,YOLOv5
677,paper,focus,problems,标志识别
标志识别,problems,solve,method,YOLOv5
678,paper,use,method,YOLO
678,paper,focus,problems,SLAM优化
SLAM优化,problems,solve,method,YOLO
679,paper,use,method,半监督模糊C均值算法
679,paper,focus,problems,影像分类
影像分类,problems,solve,method,半监督模糊C均值算法
680,paper,use,method,半监督学习
680,paper,focus,problems,图像去雨
图像去雨,problems,solve,method,半监督学习
681,paper,use,method,贝叶斯估计
681,paper,use,method,区域划分遍历
681,paper,focus,problems,路径规划
路径规划,problems,solve,method,贝叶斯估计
路径规划,problems,solve,method,区域划分遍历
682,paper,use,method,贝叶斯网络
682,paper,focus,problems,楼层定位
楼层定位,problems,solve,method,贝叶斯网络
683,paper,use,method,边缘学习
683,paper,focus,problems,图像识别
图像识别,problems,solve,method,边缘学习
684,paper,use,method,支持向量机
684,paper,focus,problems,故障诊断
故障诊断,problems,solve,method,支持向量机
685,paper,use,method,变分模态分解
685,paper,use,method,门控循环单元网络
685,paper,focus,problems,云资源预测
云资源预测,problems,solve,method,变分模态分解
云资源预测,problems,solve,method,门控循环单元网络
686,paper,use,method,并联卷积
686,paper,use,method,残差网络
686,paper,focus,problems,超分辨率重建
超分辨率重建,problems,solve,method,并联卷积
超分辨率重建,problems,solve,method,残差网络
687,paper,use,method,并行混合神经网络模型
687,paper,focus,problems,情感分析
情感分析,problems,solve,method,并行混合神经网络模型
688,paper,use,method,并行混合网络
688,paper,use,method,注意力机制
688,paper,focus,problems,情感分析
情感分析,problems,solve,method,并行混合网络
情感分析,problems,solve,method,注意力机制
